variable,Temperature,Temperature,Temperature,Relative Humidity,Relative Humidity,Relative Humidity,Mean Sea Level Pressure,Mean Sea Level Pressure,Mean Sea Level Pressure,Precipitation Total,Wind Speed,Wind Speed,Wind Speed,Wind Direction Dominant
unit,°C,°C,°C,%,%,%,hPa,hPa,hPa,mm,km/h,km/h,km/h,°
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected,2 m,2 m,2 m,MSL,MSL,MSL,sfc,10 m,10 m,10 m,10 m
resolution,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily
aggregation,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Summation,Minimum,Maximum,Mean,None
timestamp,Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Precipitation Total,Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Direction Dominant [10 m]
20171101T0000,4.4105287,16.780529,9.645113,36.0,71.0,56.041668,1020.3,1026.8,1023.91254,0.0,2.16,9.449572,6.1188264,113.857574
20171102T0000,9.320529,17.90053,13.415947,41.0,72.0,55.333332,1016.2,1020.7,1018.09576,0.0,2.5959969,24.482647,11.198231,256.13452
20171103T0000,10.240529,15.950529,12.990528,63.0,84.0,73.291664,1013.2,1018.2,1015.9958,0.0,1.8,6.9899354,4.742464,197.10274
20171104T0000,9.900529,19.330528,14.155948,50.0,86.0,68.291664,1009.7,1014.2,1012.0791,0.3,1.1384199,17.31746,8.687495,174.71877
20171105T0000,6.1905284,14.090529,9.530112,68.0,93.0,80.166664,1007.3,1017.2,1012.3,19.599998,5.0142193,35.320385,15.993656,281.93164
20171106T0000,2.2005286,9.560529,5.6196957,58.0,91.0,77.791664,1017.2,1023.3,1020.48334,0.0,8.089993,22.7057,16.324224,356.9119
20171107T0000,1.3605287,8.150529,4.700528,70.0,94.0,85.0,1015.9,1023.0,1019.54156,0.6,6.28713,16.595179,11.045932,315.42084
20171108T0000,5.7305284,8.950529,6.767612,64.0,88.0,79.25,1015.5,1021.1,1017.9666,6.5,6.924738,17.698677,12.366448,261.72922
20171109T0000,5.9205284,8.740529,7.003445,68.0,92.0,79.25,1020.7,1026.8,1023.5627,0.1,2.3051248,9.983106,4.9987206,311.66907
20171110T0000,4.5105286,9.520529,7.311362,60.0,87.0,74.458336,1020.3,1026.8,1023.3999,0.0,5.0142193,24.50381,14.183799,259.5401
20171111T0000,6.0105286,11.450529,8.880113,64.0,92.0,77.708336,1009.3,1021.7,1016.4334,1.1,9.007196,35.10323,23.705988,252.69301
20171112T0000,3.7105286,13.060529,9.258028,68.0,86.0,79.625,998.4,1009.8,1006.12494,11.000001,19.878391,49.341015,30.63745,269.11484
20171113T0000,2.4005284,6.6505284,4.442612,69.0,92.0,80.291664,1009.4,1022.6,1015.52496,0.9,7.8625183,25.772078,18.931728,330.9693
20171114T0000,0.8305287,7.8605285,3.097195,62.0,97.0,82.375,1023.1,1028.9,1026.4418,0.0,0.35999998,10.182337,5.5640564,42.17604
20171115T0000,0.60052866,10.040529,3.662612,56.0,88.0,73.25,1023.6,1028.9,1026.5499,0.0,1.08,8.225035,4.711531,69.75855
20171116T0000,0.48052865,6.4605284,3.4059448,47.0,81.0,65.625,1023.9,1027.0,1025.5,0.0,1.8,8.225035,4.273188,125.83764
20171117T0000,1.8705287,8.000528,5.0584455,52.0,81.0,61.041668,1025.3,1028.1,1026.5333,0.0,1.08,5.0142193,3.2250059,221.42368
20171118T0000,2.0605285,8.030529,5.043445,69.0,86.0,78.625,1023.6,1026.2,1024.9917,0.0,0.0,18.998314,7.8203807,268.77853
20171119T0000,1.9205287,7.2105284,4.672612,73.0,97.0,82.25,1019.0,1027.4,1022.94586,1.3,9.0645685,31.338614,20.057373,269.043
20171120T0000,-0.36947134,8.850529,4.7955284,47.0,91.0,68.708336,1020.3,1027.5,1024.4167,0.0,3.671294,17.283749,11.285113,249.2589
20171121T0000,5.1005287,14.630529,10.206363,48.0,86.0,66.916664,1017.3,1020.9,1019.0124,0.0,7.2805495,24.850431,14.055237,251.85275
20171122T0000,5.1305285,14.180529,9.205113,41.0,83.0,63.25,1011.4,1017.4,1014.6167,0.0,7.2805495,12.6462,9.296831,138.93977
20171123T0000,8.970529,17.12053,12.414696,44.0,66.0,53.833332,1010.4,1016.3,1012.72925,0.0,5.4833565,33.46451,19.288311,218.17
20171124T0000,11.140529,18.04053,13.349278,45.0,89.0,63.458332,1012.7,1015.9,1014.27075,1.7,3.2599385,37.107944,18.213911,230.62125
20171125T0000,3.3805285,11.840529,7.5146947,70.0,93.0,81.541664,1005.1,1022.4,1013.7625,17.5,5.6233797,35.931534,18.740286,267.69095
20171126T0000,-0.10947134,5.1205287,2.7667787,65.0,95.0,80.5,1023.8,1031.0,1027.6667,0.3,15.158522,24.905132,20.070728,270.08624
20171127T0000,1.5805286,7.7005286,4.918445,54.0,87.0,68.458336,1017.9,1031.6,1026.775,0.0,13.479583,29.07989,19.578817,249.13765
20171128T0000,4.2505283,7.6405287,5.476778,59.0,83.0,72.708336,1007.6,1018.1,1012.0583,2.3999999,14.830076,34.17157,24.85684,258.08984
20171129T0000,0.86052865,5.2705283,3.2438614,64.0,89.0,79.791664,1006.4,1009.7,1007.84174,0.6,8.373386,16.79314,12.766421,270.6714
20171130T0000,0.8905287,4.1305285,2.0826118,71.0,89.0,83.125,1007.0,1009.5,1008.1667,1.8,13.627795,33.99475,25.382523,267.23804
20171201T0000,-1.5094713,2.9705286,0.2846953,57.0,86.0,75.625,1009.0,1016.9,1012.53326,0.0,3.6179552,22.19773,9.637994,296.7251
20171202T0000,-2.6694715,4.2605286,-0.41072133,57.0,88.0,76.75,1017.1,1025.9,1021.62915,0.0,1.0182338,25.671307,8.940005,37.48239
20171203T0000,-4.0994716,1.6405287,-1.0469714,60.0,86.0,73.5,1026.1,1029.6,1027.4541,0.0,0.35999998,16.299694,5.4569283,271.82556
20171204T0000,0.8905287,4.9305286,2.9492786,64.0,88.0,77.833336,1029.5,1036.0,1032.7793,0.0,10.829958,34.428497,22.557829,264.86493
20171205T0000,1.6705287,6.3105288,3.8276112,73.0,96.0,86.875,1036.4,1039.4,1038.025,0.0,7.342588,19.8,13.156699,265.0069
20171206T0000,-0.12947133,4.8305287,2.0788617,71.0,92.0,82.833336,1031.3,1039.3,1035.7499,0.0,0.35999998,8.654986,3.6694567,155.77225
20171207T0000,1.0205287,7.5705285,4.2167783,61.0,78.0,71.458336,1014.2,1030.9,1024.3082,0.0,0.35999998,46.466503,12.118531,196.38954
20171208T0000,1.0105287,8.490529,4.3821955,60.0,88.0,79.208336,1012.2,1015.4,1014.1209,2.1,27.362366,59.55253,38.588757,261.23056
20171209T0000,-1.8694713,1.8805287,-0.26113805,58.0,90.0,74.416664,1015.6,1020.5,1018.30005,0.0,19.296135,36.40453,29.213358,265.35355
20171210T0000,-0.28947133,8.110529,4.1580286,49.0,80.0,67.291664,987.9,1014.5,997.22906,6.5000005,21.129883,79.98969,40.64838,222.61018
20171211T0000,5.5905285,11.770529,7.2871957,69.0,95.0,79.083336,979.5,990.2,984.77924,6.2999997,9.931042,39.860954,27.217949,197.25008
20171212T0000,0.7005287,6.5205283,2.9109457,59.0,83.0,73.416664,991.5,1021.0,1010.46674,0.0,9.085988,43.274933,22.62618,255.09149
20171213T0000,-0.08947134,6.2305284,3.1663618,43.0,79.0,63.875,1001.2,1022.2,1014.82074,0.1,8.0899935,52.1851,23.44142,218.83408
20171214T0000,5.1605287,8.030529,6.720112,64.0,80.0,73.041664,994.3,1007.6,1002.26666,8.6,22.768396,55.09882,35.004807,249.3476
20171215T0000,2.4405286,6.5005283,4.6242785,64.0,85.0,72.166664,994.5,1000.8,999.30426,2.3999999,9.931042,41.31696,23.646097,245.9911
20171216T0000,1.2705287,4.4805284,3.1817787,70.0,92.0,81.25,1000.9,1020.4,1010.96655,1.6,11.27553,23.263912,16.501865,288.7843
20171217T0000,-0.17947134,3.2705286,1.0096953,66.0,94.0,83.0,1021.0,1030.1,1025.85,0.4,8.0899935,23.4,15.858308,273.49893
20171218T0000,-0.27947134,3.7205286,1.9667784,59.0,96.0,84.541664,1020.3,1029.4,1024.7916,3.7999997,4.6938257,52.918777,22.707262,255.08487
20171219T0000,0.40052867,4.2505283,2.3767788,71.0,96.0,86.5,1028.9,1036.6,1034.2792,0.0,2.1897945,13.556282,6.4408965,352.85657
20171220T0000,1.5805286,5.2305284,3.4659455,77.0,93.0,84.75,1034.3,1037.5,1035.5792,1.9,0.71999997,10.390226,5.732445,268.20074
20171221T0000,2.7905285,7.2405286,4.679278,76.0,92.0,86.25,1037.4,1039.2,1038.1251,0.4,1.835647,12.620554,5.9324803,251.43088
20171222T0000,5.5505285,8.500529,6.4846954,85.0,91.0,88.625,1034.5,1038.6,1036.5958,0.8,1.8,16.595179,7.681654,251.72005
20171223T0000,4.2305284,7.4505286,5.533029,80.0,96.0,87.666664,1036.6,1039.3,1038.0834,0.0,0.71999997,9.346143,4.271624,212.80495
20171224T0000,2.9405286,6.3405285,4.1976123,76.0,96.0,88.916664,1029.4,1037.3,1033.2709,0.0,0.35999998,8.766573,6.182787,258.43628
20171225T0000,-0.09947134,8.870529,4.076362,49.0,99.0,74.375,1016.1,1028.8,1022.64185,0.0,0.71999997,10.703569,7.9978795,111.573715
20171226T0000,4.1505284,8.450529,6.8584447,59.0,80.0,67.125,1001.1,1015.3,1010.02496,0.3,4.802999,32.587456,18.679,231.16806
20171227T0000,2.1005285,7.4305286,4.715528,66.0,85.0,72.666664,983.7,999.6,988.4709,0.3,12.096214,32.096577,20.591389,204.18361
20171228T0000,-0.9294713,2.5505285,0.6596954,64.0,89.0,78.708336,989.3,1008.8,999.9875,0.1,18.11841,49.562466,37.002,273.0316
20171229T0000,-0.31947133,5.0505285,2.180112,36.0,88.0,71.375,1003.0,1011.6,1008.89996,1.9,10.685391,50.897682,27.77826,240.6839
20171230T0000,3.6405284,12.770529,8.44428,71.0,87.0,79.333336,1007.2,1013.5,1010.9124,0.8,20.150354,42.92311,31.643797,246.38985
20171231T0000,8.440529,14.310529,10.677196,51.0,80.0,65.541664,1007.9,1016.2,1012.3792,0.1,8.473393,38.332817,21.275793,232.70253
20180101T0000,5.1805286,10.500529,7.4905286,49.0,82.0,68.541664,1003.2,1014.5,1009.41656,1.4000001,24.490585,50.93459,32.365692,238.97437
20180102T0000,3.7005286,7.8605285,5.4476123,59.0,86.0,75.958336,1010.1,1019.7,1016.89166,1.9000001,12.984975,46.193768,26.21422,259.13422
20180103T0000,6.2405286,12.450529,8.759278,69.0,80.0,74.833336,1002.3,1014.1,1008.05835,4.3999996,4.3349743,57.635986,37.68659,258.98538
20180104T0000,6.5105286,13.090529,10.022613,78.0,87.0,81.625,1001.7,1009.2,1004.8459,4.9,7.7879906,42.206066,31.853584,257.05014
20180105T0000,8.760529,14.540529,11.254279,63.0,97.0,77.541664,1002.3,1006.1,1003.97095,7.2,3.96,31.433586,17.175209,245.60971
20180106T0000,5.9905286,12.370529,8.713029,67.0,96.0,83.666664,1003.8,1009.9,1005.7542,1.7,5.315336,16.862455,10.658383,110.67012
20180107T0000,4.2105284,9.240529,6.416779,71.0,96.0,84.333336,1010.1,1018.3,1013.90424,0.0,0.71999997,11.841756,6.5824924,10.619675
20180108T0000,3.0105286,12.510529,6.3142796,62.0,96.0,86.5,1013.6,1020.0,1017.6167,0.0,0.35999998,11.885453,4.735367,48.2491
20180109T0000,3.6705287,11.990529,7.813029,56.0,96.0,75.083336,1010.9,1015.2,1013.46246,0.3,0.8049845,13.207634,7.5444965,128.0947
20180110T0000,4.0505285,11.350529,7.4755287,42.0,77.0,60.375,1011.3,1015.6,1013.3958,0.0,6.830519,19.602652,11.497958,190.27222
20180111T0000,4.2005286,8.730529,6.251362,70.0,95.0,81.875,1011.4,1019.4,1014.5918,3.1,2.3051248,13.009903,7.4836483,17.025635
20180112T0000,3.7305286,7.2305284,4.6205287,72.0,96.0,89.791664,1019.8,1025.5,1023.2209,0.4,1.8,9.178235,5.345761,340.76935
20180113T0000,-0.04947134,6.7705283,2.4951117,61.0,95.0,82.75,1020.2,1025.7,1022.77924,0.0,5.5887027,23.993399,12.804973,113.18069
20180114T0000,-0.34947133,7.5705285,2.4667785,49.0,92.0,73.583336,1018.7,1021.8,1020.2083,0.0,8.654986,21.407139,13.725331,112.600395
20180115T0000,0.47052866,10.420529,5.103445,51.0,75.0,62.25,1005.1,1021.2,1015.35406,0.0,4.3349743,48.127026,15.1681595,207.15302
20180116T0000,6.0605288,9.200529,7.2521954,65.0,79.0,74.25,1000.2,1005.0,1002.7417,7.1999993,33.58821,45.241272,39.29878,253.08545
20180117T0000,2.2605286,5.8505287,3.584695,70.0,85.0,79.75,999.4,1015.1,1006.40826,1.8,33.839996,51.117466,43.38965,271.51636
20180118T0000,2.9405286,9.540529,6.50803,68.0,85.0,76.791664,1006.2,1016.7,1010.054,1.0,36.04497,62.925903,43.477093,246.70108
20180119T0000,2.6805286,8.090529,4.923029,63.0,87.0,78.166664,1007.5,1015.4,1012.56683,0.8,16.704155,36.832767,25.159363,267.64334
20180120T0000,2.3005285,7.9305286,4.6530285,60.0,87.0,76.583336,996.9,1016.1,1007.86664,0.70000005,21.42227,44.87888,30.48896,248.0564
20180121T0000,2.8805285,5.7405286,4.383862,60.0,89.0,76.375,1005.1,1019.5,1014.53345,1.3,1.8,24.472057,12.235572,282.25623
20180122T0000,4.0305285,12.250529,8.874279,81.0,95.0,85.375,1009.7,1021.7,1013.2959,9.4,6.489992,32.809414,22.826904,265.411
20180123T0000,5.0705285,10.060529,7.104695,67.0,94.0,78.5,1022.5,1028.7,1026.654,0.1,7.2,18.0036,11.76685,251.44495
20180124T0000,6.0905285,14.810529,9.414278,50.0,85.0,69.083336,1020.2,1028.7,1024.3624,0.0,4.3349743,15.192682,9.137727,140.99161
20180125T0000,6.6505284,13.760529,9.432612,51.0,75.0,61.875,1013.4,1021.3,1016.8,0.0,1.1384199,11.177405,6.3477077,156.3605
20180126T0000,5.9605284,8.310529,7.0842786,79.0,97.0,87.25,1013.9,1022.1,1016.5708,2.0,2.9024127,18.448023,9.48919,358.9369
20180127T0000,5.2805285,9.720529,7.280112,74.0,96.0,86.083336,1022.4,1034.6,1029.1123,0.0,0.0,13.049689,4.5902267,313.6141
20180128T0000,2.2505286,10.490529,6.2717786,56.0,87.0,75.208336,1035.1,1038.2,1036.8834,0.0,4.1046314,14.512064,8.848571,248.525
20180129T0000,3.7105286,10.5505295,6.878029,71.0,90.0,81.958336,1031.3,1037.2,1033.5458,0.0,5.904439,20.431387,11.171847,256.45
20180130T0000,5.1005287,10.920529,7.759279,67.0,88.0,78.416664,1026.1,1031.5,1028.4166,0.2,2.0991426,13.797912,6.6536107,250.18747
20180131T0000,3.9405286,12.940529,8.309279,50.0,88.0,70.625,1005.0,1025.9,1015.76245,1.8,3.9763298,29.237675,13.428767,244.31186
20180201T0000,1.5405287,7.3505287,5.007195,56.0,91.0,71.208336,1003.3,1005.5,1004.4583,4.7,12.144331,36.871452,22.483656,256.2025
20180202T0000,-0.40947133,5.4905286,1.8742784,59.0,99.0,80.458336,1004.9,1007.8,1006.54987,0.0,6.9899354,27.238941,13.273704,255.16177
20180203T0000,0.20052865,4.5005283,1.7976118,57.0,95.0,76.125,1005.3,1007.3,1006.44183,0.3,7.342588,20.870687,12.392364,270.71616
20180204T0000,-0.08947134,5.9805284,2.184279,51.0,92.0,70.375,1008.1,1018.4,1013.13324,0.0,5.0142193,19.386591,8.5792,24.317383
20180205T0000,0.17052865,8.340529,3.3617785,41.0,94.0,72.541664,1015.3,1019.1,1017.5542,0.0,2.1897945,15.941944,6.73402,73.2117
20180206T0000,0.24052864,8.060529,3.4980288,52.0,78.0,67.875,1007.5,1016.5,1011.3416,0.0,3.4152596,16.92383,10.491647,101.19859
20180207T0000,0.7605287,3.8005285,2.0226123,72.0,94.0,82.291664,1008.4,1015.4,1011.07086,1.5,3.319036,20.633371,13.226487,297.00214
20180208T0000,-1.2794713,5.4605284,2.000112,61.0,92.0,79.916664,1015.6,1019.0,1017.375,0.0,1.2979984,14.917212,7.9815636,321.0796
20180209T0000,0.31052867,5.8805285,2.7051117,61.0,86.0,73.333336,1012.8,1018.0,1015.2585,0.0,0.35999998,16.700275,6.7853713,268.2925
20180210T0000,-0.47947133,5.1005287,2.1842782,58.0,91.0,74.708336,1014.1,1018.5,1016.78735,0.2,5.634891,28.528723,17.202435,271.48587
20180211T0000,-0.16947135,6.6605287,3.1526124,58.0,85.0,75.333336,1008.4,1017.6,1011.63336,1.0,4.5820518,25.582806,13.294219,249.21567
20180212T0000,-0.26947135,3.5905285,1.722195,55.0,92.0,71.0,1010.9,1021.1,1016.9499,1.0,7.145796,23.806318,16.526348,289.17667
20180213T0000,-1.6194713,4.7705283,1.1826121,40.0,81.0,60.375,1010.2,1021.5,1015.5417,0.0,1.835647,19.161337,10.399793,137.00833
20180214T0000,-1.8194714,6.2805285,1.584279,46.0,79.0,62.166668,1011.0,1018.3,1014.8459,0.0,3.5455887,14.081477,8.41081,119.4156
20180215T0000,0.42052865,8.940529,4.430945,55.0,100.0,82.083336,1016.9,1018.4,1017.5083,5.2000003,0.0,33.989033,14.4389,179.88918
20180216T0000,4.4105287,9.420529,7.331362,60.0,100.0,82.25,1017.6,1026.9,1023.62506,3.0,5.0911684,33.3792,15.08305,356.52008
20180217T0000,0.68052864,11.580529,4.4438615,75.0,94.0,88.0,1013.2,1025.1,1018.94165,10.000001,5.3517847,21.67487,15.411227,79.53713
20180218T0000,0.16052866,7.0905285,2.6255286,52.0,95.0,76.083336,1023.5,1028.4,1025.9873,0.0,3.96,20.380579,12.144385,76.01279
20180219T0000,-0.7494713,6.040529,2.1667786,54.0,90.0,70.541664,1016.8,1023.4,1019.92523,0.0,1.2979984,12.10157,6.328899,76.313545
20180220T0000,-0.25947133,5.4805284,2.4905288,54.0,80.0,67.083336,1014.8,1018.2,1015.9084,0.0,2.5455842,17.193533,8.038089,6.738556
20180221T0000,-1.8094714,5.4505286,1.137612,47.0,86.0,68.625,1016.0,1018.7,1017.39996,0.0,1.1384199,28.673721,13.094085,62.159225
20180222T0000,-1.1694714,2.9005284,0.61636204,54.0,71.0,63.375,1012.3,1016.5,1013.98334,0.0,11.200571,34.04047,22.103556,67.09015
20180223T0000,-2.3694715,3.0805285,0.2717786,54.0,74.0,65.666664,1011.6,1014.1,1013.125,0.0,12.261157,29.381382,19.789145,74.598305
20180224T0000,-2.1494715,4.1405287,0.21761191,47.0,73.0,62.458332,1013.6,1019.6,1015.62915,0.0,11.631956,31.035257,20.805256,81.92854
20180225T0000,-5.8594713,-0.17947134,-3.6357212,37.0,63.0,54.0,1019.3,1023.8,1021.4543,0.0,17.727943,29.59235,24.177073,79.841545
20180226T0000,-7.5594716,-3.8394713,-5.7161384,40.0,64.0,52.791668,1021.4,1024.4,1022.85004,0.0,13.37825,32.28981,22.157343,68.41524
20180227T0000,-8.649471,-3.6394715,-6.016138,42.0,67.0,54.083332,1015.5,1021.1,1018.12494,0.0,12.24,22.380884,17.133081,71.37267
20180228T0000,-8.019471,-0.6094713,-4.430305,42.0,72.0,59.208332,1010.5,1017.3,1014.79175,0.0,10.853866,29.888672,19.875305,99.50513
20180301T0000,-4.1894712,2.0805285,-0.9211382,53.0,90.0,75.875,999.0,1009.6,1003.5376,2.7,13.358861,31.353085,20.617702,94.27349
20180302T0000,-2.1194715,5.8905287,0.9821954,70.0,94.0,81.708336,994.6,999.2,996.80414,4.4,1.08,23.441502,12.936227,138.30357
20180303T0000,-0.89947134,10.710529,4.9646955,54.0,89.0,72.125,993.9,1000.1,996.92084,0.7,3.2599385,26.072052,13.930776,150.53412
20180304T0000,1.3505287,13.490529,8.299695,47.0,95.0,67.708336,996.0,1002.2,998.89996,0.0,1.9386592,24.162947,13.551498,159.27158
20180305T0000,5.4405284,14.0505295,9.697612,49.0,94.0,70.208336,991.2,1000.3,995.7124,0.0,1.8,17.654688,7.7886024,86.75156
20180306T0000,3.8505285,10.490529,8.2901125,72.0,85.0,78.0,991.3,995.3,992.47504,1.1,2.5455842,19.493261,11.240741,265.25638
20180307T0000,1.8805287,8.880529,5.673445,53.0,85.0,69.166664,995.8,1006.8,999.7417,0.1,5.4477882,27.77838,16.536222,242.75772
20180308T0000,1.5205287,13.890529,7.9396954,33.0,83.0,61.125,1005.7,1009.5,1007.72906,0.0,3.0758414,24.535526,15.19273,240.07005
20180309T0000,6.3205285,17.740528,11.287194,43.0,66.0,55.791668,1008.3,1012.1,1009.97906,0.1,0.71999997,19.483284,9.950711,231.93346
20180310T0000,8.220529,16.920528,11.4567795,62.0,95.0,75.041664,1003.2,1009.8,1006.52924,7.2000003,4.6102495,18.581022,12.472621,144.16234
20180311T0000,7.0305285,11.920529,8.900947,63.0,94.0,80.416664,994.9,1003.6,998.34174,7.2,7.729527,22.782625,15.096562,125.09997
20180312T0000,7.7505283,13.380529,10.28803,51.0,82.0,69.375,995.6,1004.9,999.10834,1.4000001,3.563818,30.926489,18.461134,242.96825
20180313T0000,5.4705286,10.640529,7.824695,60.0,84.0,70.875,1005.9,1013.4,1008.95013,0.0,17.643673,38.344646,28.929764,251.25967
20180314T0000,5.6505284,14.140529,8.88303,47.0,90.0,71.291664,1004.4,1015.0,1010.64166,0.0,1.2979984,17.58481,10.990636,140.43407
20180315T0000,3.3705285,10.890529,6.7280293,58.0,75.0,68.208336,995.0,1004.3,998.8252,0.5,5.7599998,22.104116,16.057898,132.03256
20180316T0000,4.9305286,12.040529,8.713029,58.0,85.0,71.166664,998.9,1003.7,1001.84155,0.0,1.8,19.09358,9.65269,250.68494
20180317T0000,2.3805285,10.040529,5.4130282,69.0,92.0,84.958336,994.9,1001.5,997.6375,20.5,1.9386592,21.218632,11.780332,306.37823
20180318T0000,2.8705285,8.590529,5.3617787,44.0,93.0,73.333336,996.5,1004.4,999.48755,0.2,2.5455842,28.551426,11.395999,11.11734
20180319T0000,-1.7994714,7.2305284,2.800112,47.0,77.0,59.708332,1004.8,1009.3,1007.35815,0.0,7.42159,30.312769,19.365515,100.092575
20180320T0000,-2.5094714,6.4205284,2.686362,31.0,76.0,58.5,1009.7,1022.9,1015.1751,0.0,11.91812,37.16902,21.12949,34.859695
20180321T0000,-3.7494714,6.3705287,1.2671953,26.0,91.0,58.291668,1023.9,1029.1,1027.2417,0.0,9.107359,27.871534,15.886981,36.185272
20180322T0000,-1.1194713,8.200529,3.2946951,34.0,83.0,59.166668,1015.6,1028.8,1022.52496,0.8,3.0758414,25.068514,11.449916,259.1499
20180323T0000,3.5305285,10.760529,6.688029,52.0,90.0,72.25,1003.6,1015.8,1009.5334,0.0,2.2768397,14.799459,8.726817,274.91772
20180324T0000,-0.11947135,12.570529,6.9134445,37.0,90.0,58.833332,998.8,1003.0,1000.58746,0.0,2.6208394,17.163355,9.521705,98.26717
20180325T0000,4.9505286,13.780529,9.121778,47.0,75.0,60.708332,1002.4,1010.5,1006.24994,0.0,0.71999997,10.829958,6.117556,324.36847
20180326T0000,5.6105285,12.520529,8.822612,47.0,94.0,66.583336,1011.4,1017.7,1014.1292,4.0,2.16,15.484185,8.313395,314.25378
20180327T0000,3.0105286,12.370529,8.122612,40.0,91.0,69.041664,1010.3,1019.4,1015.27075,0.2,0.35999998,21.758419,11.150459,241.6702
20180328T0000,7.3805285,14.500529,10.603028,55.0,87.0,74.291664,1004.3,1012.3,1008.7209,0.90000004,14.04,33.46645,24.50206,263.1744
20180329T0000,3.9805286,10.700529,7.046778,51.0,86.0,70.125,1007.2,1011.5,1009.2041,1.3000001,1.8,13.441071,6.9807873,238.13402
20180330T0000,3.5605285,17.280529,8.695947,36.0,86.0,67.708336,995.4,1008.1,1001.66656,5.9999995,7.729527,30.351225,16.823347,135.0
20180331T0000,5.5905285,10.890529,7.976778,52.0,88.0,68.833336,998.3,1003.7,999.76245,0.5,1.1384199,15.905319,8.494058,261.10016
20180401T0000,2.4005284,9.860529,6.715112,54.0,85.0,70.333336,1004.0,1016.9,1011.59174,0.2,8.287822,33.145424,23.18135,263.4846
20180402T0000,0.13052866,20.31053,10.376363,24.0,89.0,56.208332,1004.9,1017.3,1010.2334,0.0,0.35999998,17.64,9.856074,147.73524
20180403T0000,9.400529,21.440529,15.078031,31.0,66.0,44.416668,1004.0,1008.4,1006.375,0.0,7.289444,21.434364,13.426776,179.31885
20180404T0000,5.8705287,17.30053,11.525531,41.0,85.0,67.291664,1004.7,1009.4,1007.0999,2.8999999,4.379589,34.17157,14.741332,207.96819
20180405T0000,6.6305285,12.240529,9.501779,53.0,80.0,67.291664,1009.9,1023.1,1017.06256,0.0,3.6179552,30.77105,19.683285,265.55786
20180406T0000,2.5505285,19.05053,10.491363,39.0,86.0,62.125,1014.8,1023.6,1019.0251,0.0,8.78872,25.068514,16.368559,108.585594
20180407T0000,5.9005284,22.830528,14.320529,34.0,73.0,55.25,1009.8,1016.7,1013.5417,0.0,3.4152596,15.937878,10.688672,112.351685
20180408T0000,8.700529,23.39053,15.790947,34.0,71.0,50.5,1004.2,1011.7,1007.53754,0.0,6.4096174,20.969805,14.418586,109.67024
20180409T0000,7.6405287,20.30053,14.049698,38.0,70.0,58.25,1003.0,1007.1,1004.58344,0.8,1.609969,15.629971,10.535599,128.98332
20180410T0000,5.7005286,15.490529,11.348862,63.0,87.0,77.041664,1002.5,1006.9,1004.6042,1.5000001,1.484318,24.482647,9.862584,272.97375
20180411T0000,4.1005287,19.090528,11.753446,34.0,82.0,55.666668,997.5,1007.6,1003.2541,0.0,7.10031,26.009842,16.885515,103.57217
20180412T0000,8.100529,18.520529,13.062195,36.0,71.0,55.666668,996.7,1002.0,998.98737,0.0,1.2979984,12.245293,7.181997,80.68428
20180413T0000,8.650529,16.770529,12.206364,42.0,91.0,63.083332,1001.9,1016.6,1008.71674,4.8999996,2.8116899,14.044615,8.675742,246.37982
20180414T0000,7.3105288,20.690529,14.26636,35.0,76.0,56.708332,1015.7,1020.1,1017.94165,0.0,3.396233,11.620809,7.086258,76.08982
20180415T0000,11.070529,20.600529,15.577611,49.0,90.0,69.375,1009.9,1018.2,1014.09576,0.1,2.2768397,14.372974,8.851287,305.01205
20180416T0000,11.730529,18.98053,14.847198,50.0,88.0,70.875,1012.6,1020.9,1015.42505,0.6,0.35999998,14.20062,8.404903,309.63898
20180417T0000,9.8005295,22.13053,16.259697,42.0,89.0,64.416664,1020.9,1027.7,1024.2958,0.0,0.0,9.793058,4.794594,76.125
20180418T0000,8.280529,24.530529,16.69303,31.0,85.0,58.166668,1026.2,1029.8,1027.8165,0.0,2.5455842,26.64,13.98082,100.17715
20180419T0000,10.760529,25.490528,18.086363,38.0,77.0,57.416668,1023.4,1028.6,1026.45,0.0,1.2979984,10.630672,5.8766513,86.49646
20180420T0000,14.760529,26.56053,20.907194,34.0,74.0,53.416668,1020.8,1025.2,1023.1834,0.0,2.8116899,8.534353,5.7060637,23.385208
20180421T0000,16.850529,26.990528,21.912195,30.0,59.0,45.0,1017.1,1022.3,1020.0876,0.0,1.08,7.5170207,4.468703,291.33685
20180422T0000,15.330529,27.13053,21.565111,29.0,61.0,45.833332,1013.8,1018.6,1016.2917,0.0,3.671294,14.264361,7.7102,250.36217
20180423T0000,15.510529,22.440529,18.41803,47.0,74.0,61.541668,1016.0,1019.6,1017.8542,1.7000002,2.8799999,21.603,10.604557,241.0067
