variable,Temperature,Temperature,Temperature,Relative Humidity,Relative Humidity,Relative Humidity,Mean Sea Level Pressure,Mean Sea Level Pressure,Mean Sea Level Pressure,Precipitation Total,Wind Speed,Wind Speed,Wind Speed,Wind Direction Dominant
unit,°C,°C,°C,%,%,%,hPa,hPa,hPa,mm,km/h,km/h,km/h,°
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected,2 m,2 m,2 m,MSL,MSL,MSL,sfc,10 m,10 m,10 m,10 m
resolution,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily
aggregation,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Summation,Minimum,Maximum,Mean,None
timestamp,Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Precipitation Total,Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Direction Dominant [10 m]
20120715T0000,11.060529,15.880529,14.226363,71.0,85.0,77.958336,1014.4,1024.8,1018.4167,1.7000002,9.290511,21.96295,16.018156,265.01843
20120716T0000,9.160529,20.080528,15.485531,53.0,89.0,70.333336,1024.9,1027.8,1026.5541,0.0,2.1897945,18.58451,10.644193,272.7569
20120717T0000,13.8005295,21.510529,18.280111,59.0,82.0,69.875,1025.0,1026.7,1025.9667,0.0,8.854829,28.054604,17.428247,272.39026
20120718T0000,12.870529,26.510529,20.096777,50.0,96.0,70.416664,1013.6,1026.0,1019.3416,0.0,1.8,19.493261,9.112517,242.82254
20120719T0000,16.850529,22.160528,19.904696,44.0,79.0,64.458336,1010.7,1015.1,1013.48737,0.0,6.0347,28.856194,15.176232,272.40414
20120720T0000,14.090529,18.46053,15.909279,70.0,95.0,85.541664,1014.2,1018.7,1016.0208,9.999999,0.35999998,11.592895,6.493168,300.198
20120721T0000,11.330529,17.89053,14.922198,65.0,96.0,81.5,1018.2,1024.0,1020.43335,1.2,1.08,16.08761,9.585713,320.25616
20120722T0000,9.220529,20.57053,14.771779,47.0,96.0,74.916664,1023.7,1026.3,1024.8209,0.0,1.2979984,17.114204,8.59268,75.99705
20120723T0000,8.090529,23.06053,16.035112,49.0,96.0,70.541664,1019.2,1026.3,1022.76263,0.0,2.16,24.130743,12.6671915,77.93937
20120724T0000,12.020529,26.510529,20.089277,55.0,97.0,71.791664,1014.1,1019.6,1016.77924,0.0,1.609969,12.641076,5.9020863,50.194427
20120725T0000,18.770529,28.920528,23.244696,48.0,94.0,72.791664,1013.3,1015.8,1014.7043,0.0,1.2979984,15.124284,6.5311694,108.00416
20120726T0000,18.15053,30.38053,24.438032,44.0,86.0,64.041664,1014.6,1017.0,1015.65826,0.0,1.4399999,11.298495,7.3582473,113.31568
20120727T0000,20.72053,31.750528,26.017614,46.0,84.0,60.708332,1008.6,1015.4,1012.05414,0.0,1.484318,10.086427,6.6161385,123.463066
20120728T0000,19.090528,22.89053,21.275528,57.0,87.0,77.333336,1010.2,1012.6,1011.4792,1.0,1.1384199,16.645864,7.0074325,265.28964
20120729T0000,17.46053,21.64053,19.112196,54.0,89.0,73.25,1012.2,1018.2,1014.90015,0.3,4.0249224,21.707731,11.847701,268.48627
20120730T0000,11.990529,22.81053,18.242609,50.0,87.0,68.0,1017.8,1020.3,1019.0042,0.1,3.096837,13.397612,8.680198,269.61374
20120731T0000,15.0505295,24.440529,20.23428,55.0,90.0,69.958336,1016.9,1020.1,1018.4707,0.0,1.484318,8.427383,4.4015183,278.42697
20120801T0000,15.900529,29.23053,22.800531,50.0,85.0,68.583336,1009.6,1017.0,1013.21246,0.2,5.495161,20.056877,12.081725,116.49896
20120802T0000,18.500528,25.45053,22.542198,57.0,87.0,69.375,1012.1,1016.8,1015.00836,0.0,3.671294,12.57426,8.634468,273.8858
20120803T0000,16.95053,23.47053,20.446363,52.0,89.0,71.416664,1015.8,1018.0,1016.83746,0.70000005,1.2979984,13.493999,7.3886204,270.85086
20120804T0000,17.000528,25.830528,21.428446,55.0,86.0,70.791664,1011.3,1016.6,1014.0,0.6,1.484318,7.9036193,3.3891633,68.198586
20120805T0000,17.660528,25.500528,20.66428,63.0,97.0,84.083336,1008.7,1012.4,1010.49164,4.1,1.5273507,15.192682,7.027333,69.92177
20120806T0000,13.880529,20.07053,17.323446,64.0,96.0,79.416664,1009.4,1020.9,1015.8291,4.3999996,3.0547013,22.065973,11.931087,253.14967
20120807T0000,11.770529,21.31053,17.368444,56.0,96.0,71.041664,1021.5,1024.3,1023.1958,0.0,2.0991426,17.58481,9.362694,282.4989
20120808T0000,13.8005295,23.37053,18.25178,58.0,97.0,75.5,1021.9,1025.1,1023.60004,0.0,0.0,15.5843,6.840224,343.43115
20120809T0000,14.280529,24.670528,19.49511,49.0,92.0,71.875,1021.4,1023.9,1022.9832,0.0,0.71999997,13.009903,6.3664455,335.66238
20120810T0000,14.250529,23.930529,18.780945,54.0,96.0,76.583336,1020.7,1024.0,1022.4124,0.0,0.8049845,13.324863,6.6968346,334.8162
20120811T0000,12.240529,24.22053,17.730944,55.0,94.0,78.0,1015.3,1021.9,1018.9543,0.0,2.1897945,15.629972,8.590514,89.52254
20120812T0000,13.380529,24.860529,18.678446,58.0,89.0,76.458336,1012.3,1015.4,1013.7917,0.0,1.08,18.998314,11.571877,184.49716
20120813T0000,14.900529,23.56053,19.719696,64.0,94.0,78.958336,1012.7,1014.7,1013.7417,0.0,2.16,10.464797,6.0078635,262.99454
20120814T0000,16.98053,26.340528,21.840525,55.0,87.0,71.791664,1012.2,1014.2,1013.19165,0.0,2.0364676,7.2,4.0331464,114.163315
20120815T0000,16.12053,30.990528,23.70553,46.0,91.0,68.416664,1008.7,1015.0,1011.33344,0.5,6.638072,18.416384,11.605842,139.20267
20120816T0000,17.54053,23.96053,20.947613,55.0,96.0,72.0,1015.4,1020.1,1018.32495,4.2999997,1.835647,17.399586,7.3658977,283.95142
20120817T0000,15.480529,26.56053,21.490946,54.0,86.0,68.666664,1018.1,1020.1,1018.98755,0.0,2.0991426,13.207634,6.0134354,105.9454
20120818T0000,18.29053,30.110529,24.264696,51.0,75.0,61.958332,1017.8,1019.7,1018.8916,0.0,5.8603754,17.727943,11.8562,117.8707
20120819T0000,17.64053,31.740528,25.319283,53.0,84.0,62.958332,1017.0,1019.7,1018.66266,0.0,6.3690495,16.311613,10.928792,120.8952
20120820T0000,21.940529,31.38053,26.861359,50.0,77.0,63.875,1018.1,1020.7,1019.16235,0.1,0.71999997,13.896187,8.157335,315.0
20120821T0000,20.280529,31.610529,26.52803,55.0,90.0,71.75,1013.7,1019.1,1016.5708,0.0,0.8049845,14.973577,6.141842,117.14128
20120822T0000,18.750528,26.38053,23.711782,61.0,89.0,72.958336,1014.6,1018.5,1016.74164,0.0,1.4399999,13.363711,9.2879305,289.63785
20120823T0000,16.440529,26.670528,20.980528,61.0,94.0,79.666664,1009.5,1017.8,1013.88336,3.8,2.16,16.075521,6.2805862,349.73486
20120824T0000,17.760529,24.350529,20.587196,67.0,97.0,88.416664,1007.4,1010.4,1009.3916,5.2000003,0.8049845,18.25026,8.335289,104.82647
20120825T0000,18.14053,24.490528,20.979696,50.0,97.0,75.541664,1008.9,1013.7,1011.07086,8.200001,2.0991426,22.751316,13.024483,254.91295
20120826T0000,12.580529,19.260529,16.47803,57.0,85.0,71.291664,1014.1,1022.7,1018.6626,0.0,8.557102,26.649727,17.497381,262.99518
20120827T0000,12.130529,22.79053,17.206778,48.0,87.0,68.958336,1017.2,1023.0,1020.0249,0.0,5.315336,16.766108,11.689883,115.63545
20120828T0000,13.330529,24.860529,19.335112,58.0,91.0,73.791664,1016.6,1019.4,1018.0625,0.0,2.5959969,14.77755,8.713279,133.28506
20120829T0000,15.3005295,27.55053,21.87678,54.0,88.0,67.041664,1015.2,1019.7,1017.875,1.3,1.2979984,12.096214,6.80078,113.68208
20120830T0000,15.420529,18.740528,17.369696,74.0,90.0,81.916664,1017.6,1020.4,1019.1292,1.0,2.8799999,14.4,8.690201,234.44672
20120831T0000,11.520529,15.460529,13.433864,70.0,94.0,82.333336,1019.5,1021.7,1020.61676,1.2,4.0249224,23.510508,13.545902,271.81213
20120901T0000,9.660529,17.07053,13.306778,71.0,96.0,86.541664,1019.6,1022.4,1020.9915,2.3000002,4.68,25.099514,15.661144,359.18405
20120902T0000,9.910529,20.12053,15.248031,70.0,96.0,83.75,1020.4,1023.6,1022.0208,0.0,0.35999998,12.964998,6.3645573,331.73438
20120903T0000,11.660529,23.860529,17.61928,59.0,96.0,81.458336,1018.2,1022.8,1020.55,0.0,1.2979984,16.704155,7.6123986,34.415848
20120904T0000,13.310529,24.80053,18.685114,59.0,96.0,81.083336,1015.9,1019.6,1018.17926,0.0,1.2979984,12.4811535,7.499151,348.48297
20120905T0000,13.090529,23.410528,18.324278,62.0,96.0,79.541664,1017.1,1019.7,1018.14996,0.0,0.8049845,13.324863,5.5667405,322.9638
20120906T0000,11.620529,21.89053,16.425528,61.0,96.0,81.125,1020.1,1025.4,1023.1375,0.1,2.6208394,12.758432,7.290856,337.14
20120907T0000,12.330529,23.030529,17.32011,51.0,92.0,70.75,1022.5,1025.6,1023.9209,0.0,0.5091169,8.311245,4.2105207,327.00232
20120908T0000,13.080529,24.95053,19.178862,52.0,89.0,67.416664,1018.2,1023.3,1020.62915,0.0,0.0,12.181625,5.6858444,120.685165
20120909T0000,14.270529,26.860529,20.75553,53.0,85.0,64.166664,1014.8,1018.4,1016.4543,0.0,1.1384199,10.636766,6.4750504,138.42838
20120910T0000,17.46053,26.47053,21.992193,48.0,84.0,63.833332,1015.4,1017.6,1016.4832,0.0,0.35999998,6.489992,4.181523,117.88449
20120911T0000,17.280529,25.080528,20.45053,56.0,92.0,72.416664,1014.7,1016.5,1015.6126,5.5,2.16,25.455843,9.677421,247.31476
20120912T0000,10.520529,15.810529,13.14553,51.0,93.0,82.041664,1014.4,1016.9,1015.99164,10.400001,5.4833565,23.686249,12.419891,279.9838
20120913T0000,7.7105284,16.32053,12.321364,54.0,96.0,75.25,1015.6,1018.8,1016.60846,0.4,0.8049845,10.853866,4.842137,315.0
20120914T0000,8.410529,19.100529,13.751779,51.0,86.0,69.333336,1014.5,1019.9,1017.39996,0.0,0.8049845,11.928989,5.759903,232.02396
20120915T0000,10.950529,19.330528,14.843448,62.0,88.0,76.458336,1016.4,1019.2,1017.76245,0.0,1.08,9.826088,5.28147,296.0535
20120916T0000,10.010529,21.70053,15.979695,59.0,94.0,75.541664,1013.3,1018.4,1015.7417,0.0,0.35999998,13.084402,6.773014,106.11341
20120917T0000,14.200529,22.920528,18.621363,55.0,85.0,68.5,1013.2,1015.5,1014.36676,0.0,0.35999998,13.138765,7.2799754,270.42758
20120918T0000,14.370529,23.72053,18.105946,60.0,94.0,76.75,1010.8,1014.3,1012.63745,7.2,0.5091169,24.087738,8.220088,272.9153
20120919T0000,10.910529,15.950529,14.025945,54.0,96.0,72.583336,1013.2,1022.8,1018.87085,4.2000003,3.319036,18.089775,11.194037,338.32336
20120920T0000,7.540529,16.680529,12.459279,53.0,89.0,68.25,1020.9,1024.7,1022.6667,0.0,1.0182338,9.565437,4.0114894,75.42577
20120921T0000,8.000528,23.23053,15.367614,46.0,86.0,69.833336,1011.7,1021.9,1016.5957,0.3,0.71999997,15.034041,7.982763,124.263016
20120922T0000,13.740529,16.65053,15.078031,75.0,93.0,84.625,1011.7,1018.1,1015.5833,2.7999997,2.0364676,25.651104,11.319473,282.92465
20120923T0000,11.110529,24.690529,17.104277,56.0,92.0,76.625,1004.7,1018.0,1011.9251,0.0,3.4152596,20.140705,13.014629,115.7418
20120924T0000,12.190529,20.05053,15.756363,56.0,93.0,77.291664,1000.8,1006.4,1003.4875,3.6999998,4.0249224,38.26175,15.545166,215.71347
20120925T0000,11.120529,22.14053,15.630946,46.0,96.0,75.0,1000.1,1006.5,1002.7959,5.1,2.16,21.09305,12.606879,185.35094
20120926T0000,10.330529,17.15053,12.948445,69.0,96.0,84.708336,1000.4,1008.2,1003.19165,7.1000004,1.2979984,25.582806,12.246331,272.45905
20120927T0000,8.030529,17.81053,12.617195,51.0,91.0,71.041664,1008.1,1019.3,1012.35834,0.1,6.638072,28.241076,14.272557,229.47491
20120928T0000,8.160529,17.740528,12.763446,57.0,96.0,77.0,1016.1,1021.2,1018.74585,0.0,1.8,8.350138,4.777276,124.86911
20120929T0000,11.540529,17.110529,13.94303,63.0,89.0,74.875,1016.0,1018.9,1017.19586,0.0,2.3051248,10.1887,5.0415106,155.46227
20120930T0000,7.8805285,17.080528,12.562612,67.0,97.0,82.291664,1018.1,1021.5,1019.7376,0.0,0.71999997,13.202726,6.4490952,314.38397
20121001T0000,11.880529,16.420528,13.653446,66.0,94.0,79.291664,1017.4,1019.4,1018.49994,0.0,0.8049845,9.504273,4.859572,263.991
20121002T0000,9.770529,18.090528,13.918862,54.0,95.0,71.708336,1018.1,1020.7,1019.51245,0.0,1.2979984,12.015589,6.7856674,231.13725
20121003T0000,10.980529,19.670528,15.391364,53.0,88.0,68.541664,1015.3,1019.1,1017.2043,0.0,1.2979984,15.941944,8.878293,217.39017
20121004T0000,12.860529,19.670528,15.448029,54.0,90.0,73.333336,1012.5,1019.3,1015.30005,1.1,2.8116899,35.772484,13.359786,252.57458
20121005T0000,10.830529,21.990528,16.202196,58.0,95.0,75.083336,1015.5,1019.4,1017.4543,0.0,0.35999998,18.72,9.493394,223.53119
20121006T0000,9.8005295,22.90053,17.459696,48.0,94.0,68.458336,1015.1,1017.3,1016.3001,0.1,0.8049845,19.469976,9.101655,245.22488
20121007T0000,12.000529,17.170528,14.889694,77.0,91.0,85.208336,1013.8,1022.3,1017.9084,2.3000002,2.2768397,19.64228,11.391093,282.37344
20121008T0000,8.540529,17.500528,13.392613,71.0,96.0,83.291664,1012.8,1022.2,1018.48755,1.3,0.35999998,18.899143,8.664152,120.73888
20121009T0000,11.820529,17.780529,16.055529,82.0,96.0,87.833336,1009.3,1015.7,1012.7375,13.200001,7.127636,24.119999,15.850079,270.05658
20121010T0000,10.480529,13.380529,12.249696,86.0,96.0,92.208336,1012.5,1015.4,1014.1584,8.200001,1.08,9.826088,5.4513416,316.55518
20121011T0000,11.710529,18.20053,14.733861,73.0,96.0,83.25,1007.0,1014.2,1009.95825,0.4,1.835647,16.418526,8.189502,99.27713
20121012T0000,9.790529,16.07053,13.325528,75.0,95.0,82.5,1007.1,1018.8,1011.7666,2.1000001,3.8939953,29.528778,14.001361,254.70886
20121013T0000,7.1905284,15.980529,11.153445,57.0,96.0,74.916664,1009.6,1019.5,1013.51245,0.0,3.2399998,12.879752,8.621668,148.73627
20121014T0000,7.3005285,17.87053,12.251362,44.0,89.0,69.291664,997.7,1010.1,1003.37933,0.8,0.8049845,27.09822,11.868736,185.95317
20121015T0000,4.9305286,11.270529,8.137612,58.0,86.0,73.125,1003.5,1015.1,1009.75415,0.0,6.4096174,32.048088,17.392836,259.62628
20121016T0000,2.8905284,16.13053,9.403028,47.0,88.0,71.083336,1010.4,1014.9,1012.80005,0.0,3.219938,11.183201,7.304495,140.93518
20121017T0000,8.590529,20.14053,13.741361,54.0,94.0,75.458336,1011.3,1013.5,1012.41656,0.0,3.8773184,11.090103,6.4521585,115.773544
20121018T0000,3.3005285,20.830528,12.115112,60.0,97.0,82.0,1011.8,1014.6,1013.40845,0.0,4.3498964,6.379216,5.730795,119.024925
20121019T0000,4.7205286,23.160528,14.10553,57.0,100.0,82.541664,1012.7,1016.2,1014.76666,0.0,2.1897945,6.6185193,4.706596,112.778946
20121020T0000,9.150529,22.97053,15.541778,54.0,98.0,80.416664,1016.5,1020.1,1017.96655,0.0,1.1384199,7.172949,4.026182,90.4918
20121021T0000,9.250529,23.31053,16.282612,62.0,100.0,81.875,1015.5,1019.2,1017.43744,0.0,0.8049845,4.3498964,3.3187158,95.97432
20121022T0000,13.340529,21.95053,17.113861,58.0,100.0,84.375,1016.5,1020.2,1018.12085,0.0,1.2979984,5.634891,3.7433796,53.44036
20121023T0000,5.9905286,14.700529,11.197196,63.0,98.0,78.166664,1020.1,1022.8,1021.26666,0.0,1.08,9.904906,4.789919,1.3426056
20121024T0000,2.9605286,14.220529,9.84553,59.0,94.0,76.125,1016.2,1021.0,1018.48737,0.0,2.5455842,15.683776,6.195446,77.66885
20121025T0000,3.1805286,15.440529,10.075946,67.0,98.0,81.791664,1010.8,1016.8,1014.12506,0.0,1.2979984,6.9527545,4.04522,67.420425
20121026T0000,5.0505285,13.440529,10.098447,71.0,95.0,80.916664,997.4,1010.7,1004.7874,4.7,1.1384199,14.84318,7.3122673,88.948814
20121027T0000,0.41052866,7.0605288,2.4734447,79.0,95.0,92.125,993.7,1007.6,999.97906,23.900002,4.6938257,36.707645,26.46955,359.38284
20121028T0000,-0.90947133,4.5305285,1.8563623,62.0,92.0,76.5,1007.1,1016.4,1010.6209,0.0,8.669949,37.936897,26.190836,35.049362
20121029T0000,-2.0494714,5.7605286,1.7871953,57.0,95.0,75.666664,1014.4,1019.0,1016.8042,0.0,1.484318,15.484185,6.841089,182.52327
20121030T0000,2.0805285,10.330529,5.9855285,64.0,90.0,76.875,1006.7,1013.8,1009.5251,0.0,2.5455842,11.183201,6.8482757,163.02028
20121031T0000,1.1505287,11.470529,6.575112,56.0,90.0,73.625,995.7,1006.0,1001.6125,0.0,2.5455842,18.58451,10.806377,122.06654
20121101T0000,6.2105284,13.340529,9.465112,55.0,88.0,72.208336,990.0,997.3,992.8416,1.9000001,1.835647,36.161636,16.136425,226.56871
20121102T0000,5.3805285,13.400529,9.5921955,59.0,86.0,72.75,998.7,1007.3,1003.1167,1.6999999,10.182337,46.849815,25.227682,238.82379
20121103T0000,9.400529,17.56053,13.316363,51.0,94.0,67.416664,1002.6,1007.9,1004.62933,0.0,6.6185193,34.17157,17.95973,225.19035
20121104T0000,7.7605286,17.350529,11.701362,65.0,97.0,85.833336,999.7,1007.6,1002.925,11.400001,0.35999998,18.079027,9.000977,248.9625
20121105T0000,6.2405286,10.610529,8.402613,69.0,91.0,81.083336,1002.4,1012.8,1006.5291,7.6000004,8.647496,23.42491,15.950826,256.0855
20121106T0000,4.0305285,8.240529,6.358862,71.0,91.0,82.666664,1012.7,1026.3,1018.99176,5.5,1.9386592,17.462782,10.970013,270.0
20121107T0000,2.0905285,10.500529,6.7388625,62.0,89.0,75.375,1026.9,1030.6,1029.2374,0.0,0.35999998,20.265795,10.125443,254.63391
20121108T0000,4.8805285,11.420529,8.09178,61.0,83.0,75.125,1019.9,1027.3,1023.32513,0.0,0.35999998,8.0899935,4.174177,144.69867
20121109T0000,4.5305285,14.280529,9.538445,59.0,90.0,75.25,1011.4,1021.4,1016.17505,0.0,4.802999,17.114204,9.947537,116.72453
20121110T0000,8.200529,15.080529,10.817196,75.0,96.0,86.375,1002.9,1011.3,1006.77075,11.500001,3.8268526,21.862406,12.248703,124.84172
20121111T0000,8.750529,10.330529,9.3109455,91.0,97.0,94.708336,1006.7,1020.4,1011.6584,15.7,0.35999998,11.91812,6.4977794,64.65384
20121112T0000,4.8105288,8.470529,6.447195,83.0,96.0,91.208336,1021.0,1029.2,1025.7875,0.0,2.9024127,9.422101,6.5973086,316.3191
20121113T0000,3.5805285,9.140529,5.718862,83.0,96.0,90.541664,1028.3,1032.3,1030.0624,0.0,1.2979984,8.435069,5.023405,331.78265
20121114T0000,3.1505284,11.180529,6.5317783,73.0,96.0,85.0,1023.8,1028.9,1026.046,0.0,2.52,18.388212,10.810955,108.460556
20121115T0000,2.7905285,9.190529,5.3617783,74.0,96.0,86.916664,1020.6,1024.0,1022.3625,0.0,1.835647,9.511088,4.8668394,35.88214
20121116T0000,3.0305285,9.730529,6.118446,63.0,96.0,77.833336,1016.9,1021.1,1019.11664,0.0,0.35999998,6.763786,3.1905298,106.24763
20121117T0000,4.1305285,11.870529,7.8384457,59.0,89.0,74.125,1011.1,1016.7,1013.8791,0.0,1.8,8.089993,5.838007,110.22486
20121118T0000,5.3105288,12.260529,9.110112,68.0,83.0,73.458336,1011.2,1015.7,1013.4084,0.0,1.1384199,8.587338,4.360863,113.4348
20121119T0000,4.4205284,10.510529,7.857611,57.0,86.0,72.416664,1014.6,1017.0,1015.7583,0.0,1.8,5.815978,4.000086,116.805786
20121120T0000,1.0605286,9.600529,5.372612,52.0,91.0,72.916664,1017.3,1020.3,1018.82916,0.0,2.0991426,8.473393,4.913412,106.48444
20121121T0000,0.30052868,11.810529,6.153862,58.0,86.0,76.916664,1016.5,1021.9,1018.0999,0.2,1.484318,11.4862,8.00344,128.13847
20121122T0000,6.4505286,10.400529,8.546779,83.0,97.0,90.375,1020.5,1024.2,1022.51666,1.3000001,0.71999997,7.208994,3.5208511,170.90973
20121123T0000,3.6205285,12.420529,8.794278,71.0,96.0,83.291664,1019.1,1021.3,1020.3626,0.0,3.8268526,12.144331,7.383656,117.500626
20121124T0000,6.3105288,13.400529,9.52053,56.0,88.0,73.208336,1016.4,1021.3,1019.09174,0.0,3.0758414,14.345898,10.2224455,119.841034
20121125T0000,8.400529,12.890529,10.609696,45.0,81.0,70.25,1015.9,1018.7,1017.35846,0.0,3.7585104,23.759998,11.202079,232.89052
20121126T0000,7.5105286,10.410529,8.900946,87.0,95.0,90.625,1006.9,1016.2,1010.36664,12.200002,6.489992,20.808498,14.264838,123.881256
20121127T0000,4.9305286,7.9905286,6.6342773,86.0,95.0,90.875,1004.7,1008.4,1006.52496,10.2,1.835647,12.287555,5.9842515,291.28265
20121128T0000,4.0905285,6.4905286,5.352612,90.0,96.0,94.125,994.3,1004.3,999.10834,14.9,9.565437,27.0024,17.425997,355.0894
20121129T0000,1.2205287,5.2405286,3.296362,69.0,94.0,86.166664,994.5,1004.3,1000.2458,15.099999,10.30883,29.195534,19.190428,338.49728
20121130T0000,-0.7294713,4.2505283,1.2234453,62.0,96.0,83.5,1003.9,1011.6,1007.8333,0.0,5.0142193,15.629971,9.532832,16.802704
20121201T0000,-3.2094715,3.0605285,-0.27155465,63.0,96.0,80.916664,1011.5,1016.3,1014.425,0.0,1.5273507,12.10157,5.502758,261.43912
20121202T0000,-2.9594715,2.9105287,0.31969532,70.0,96.0,80.125,1013.6,1017.8,1015.39166,1.0,3.319036,46.552883,29.903297,265.59894
20121203T0000,-3.8594716,5.9405284,1.2521952,67.0,97.0,83.083336,1007.8,1021.9,1016.0959,0.3,5.0911684,44.44943,24.065397,235.5676
20121204T0000,2.6605287,7.5505285,4.408862,76.0,97.0,85.708336,1000.4,1006.8,1004.60004,1.1,13.797912,60.1534,37.734306,258.3705
20121205T0000,0.30052868,4.0905285,2.2384455,77.0,95.0,86.0,1003.3,1007.4,1005.50836,8.6,3.2599385,29.957968,18.573769,266.99008
20121206T0000,-2.4194715,1.7805287,0.32386205,64.0,95.0,81.291664,1008.0,1021.1,1016.72504,0.3,1.5273507,24.442911,13.159085,282.926
20121207T0000,-2.8894715,2.1405284,-0.3815548,70.0,96.0,88.041664,1002.9,1019.7,1008.7957,10.9,8.435069,49.071053,21.224352,207.59863
20121208T0000,-5.0894713,1.7705287,-1.6682215,76.0,94.0,88.166664,1002.9,1028.9,1018.0999,0.6,2.8116899,40.60347,13.6711855,288.0905
20121209T0000,-5.0794716,2.0505285,-1.119471,59.0,86.0,76.083336,1016.7,1030.1,1025.0458,0.5,5.6002855,50.72041,18.82681,236.16393
20121210T0000,-1.3594713,3.6005285,2.2271953,82.0,88.0,85.0,1012.9,1019.9,1014.7459,0.3,20.26899,56.29944,42.89244,271.5511
20121211T0000,-2.6594715,1.1105287,-0.8090547,62.0,94.0,79.0,1020.6,1027.6,1024.0917,0.1,3.5455887,21.605999,13.132607,309.92847
20121212T0000,-5.8394713,-0.47947133,-3.4153051,67.0,95.0,82.125,1019.7,1028.1,1024.1583,0.0,2.1897945,27.748037,14.578091,121.261765
20121213T0000,-5.9994717,3.6005285,-1.5394716,61.0,88.0,77.833336,1011.1,1019.3,1014.93335,3.3,12.783802,24.472057,18.850716,118.73462
20121214T0000,0.98052865,7.8405285,3.3592787,73.0,92.0,83.583336,1000.8,1011.6,1005.80414,6.000001,16.1198,32.056175,22.475191,123.20598
20121215T0000,3.5605285,9.890529,7.5788617,72.0,95.0,79.75,1000.6,1008.6,1005.9666,14.700001,8.0899935,32.726357,18.15295,215.31122
20121216T0000,6.9205284,8.980529,7.9405293,72.0,88.0,77.875,1008.5,1012.7,1010.84576,5.8999996,4.198285,34.574997,22.965414,238.23442
20121217T0000,5.4705286,9.200529,7.1534457,73.0,88.0,81.541664,1007.6,1012.5,1009.6709,5.8999996,13.479583,29.515608,19.744112,248.23993
20121218T0000,4.1905284,7.6605287,5.4755282,74.0,93.0,85.166664,1013.1,1021.6,1016.0376,7.0999994,0.71999997,23.803596,15.835902,263.67206
20121219T0000,2.3605285,6.2205286,3.9392786,77.0,95.0,88.291664,1021.9,1025.1,1023.4917,0.0,0.8049845,18.455048,10.609391,116.069305
20121220T0000,-0.36947134,4.0305285,2.2567787,73.0,94.0,84.083336,1011.9,1021.7,1016.4458,4.8999996,6.9153743,24.633049,15.987904,119.25449
20121221T0000,4.1505284,9.0505295,7.211361,74.0,89.0,81.833336,1012.0,1018.3,1014.0833,0.1,2.968636,20.082708,11.416236,255.80527
20121222T0000,4.7205286,10.350529,6.4767785,66.0,96.0,84.75,1013.0,1022.0,1018.3291,5.2000003,2.1897945,22.66857,8.317527,216.92978
20121223T0000,10.690529,15.990529,12.959695,53.0,80.0,66.5,1012.4,1016.3,1014.9585,0.0,8.557102,32.559605,24.00434,245.64943
20121224T0000,5.7505283,15.100529,10.039695,44.0,88.0,65.041664,1008.6,1015.6,1012.1333,0.0,4.198285,11.183201,7.186173,120.465546
20121225T0000,4.8705287,14.3005295,9.653445,57.0,87.0,70.333336,1005.7,1011.9,1008.2,2.8,1.8,27.44513,12.087448,239.62625
20121226T0000,5.7705283,8.910529,7.614694,67.0,79.0,73.666664,1012.7,1018.9,1016.39166,0.1,11.246759,30.657122,19.69509,247.03622
20121227T0000,6.5205283,11.560529,8.100113,66.0,83.0,73.5,1008.5,1017.1,1013.0081,5.6,18.864824,45.00144,31.311394,241.27727
20121228T0000,4.9205284,9.260529,7.1188617,66.0,89.0,80.0,1016.6,1030.7,1026.5543,0.0,0.35999998,33.48,17.870058,267.08496
20121229T0000,1.5705286,11.140529,6.153446,44.0,93.0,76.791664,1015.8,1027.4,1020.7083,0.0,5.04,17.873556,11.264483,127.44486
20121230T0000,5.4605284,9.220529,7.436362,53.0,83.0,69.75,1017.0,1025.9,1022.54987,0.0,9.726664,26.82906,17.692553,247.07494
20121231T0000,0.66052866,9.280529,4.920112,71.0,95.0,80.708336,1013.9,1026.7,1020.98334,0.0,3.4152596,11.923557,8.255031,141.90271
20130101T0000,0.65052867,7.9605284,4.2363625,73.0,94.0,84.541664,1010.2,1015.0,1012.0083,2.1000001,0.35999998,25.38702,13.3392725,229.02277
20130102T0000,2.0905285,6.4405284,4.3492785,62.0,92.0,80.208336,1016.1,1030.6,1024.2833,0.4,0.0,10.799999,6.0008082,289.92557
20130103T0000,1.2305287,8.330529,4.9242787,50.0,84.0,68.5,1030.8,1037.7,1035.4708,0.0,0.35999998,11.966953,5.951016,214.44482
20130104T0000,5.5005283,11.130529,8.105112,73.0,92.0,82.625,1034.9,1038.8,1036.7584,0.1,2.0991426,16.923828,9.56526,262.41187
